IdR,nom_repas,date_repas,adr_repas,nom_chevalier_dame
251,Banquet royal #718,2021-11-11,"chemin de Pichon, 78549 Lemaire",Arnaude-Denise Didier
252,Déjeuner des preux #5767,2010-02-15,"9, rue Besnard, 80755 MaillotBourg",Théodore Martinez
253,Souper d'apparat #6476,2004-11-25,"1, rue Chevalier, 59420 Diallo",Camille-Sabine Rodrigues
254,Festin des chevaliers #2231,2004-09-24,"5, rue Picard, 63882 Saint Paulette",Nicole Moreau
255,Dîner de gala #112,2002-09-27,"20, avenue Gilles, 89876 Gérard-sur-Mer",Éric Jacob
256,Dîner de gala #9487,2011-05-19,"6, rue de Carpentier, 08819 Gautier-les-Bains",Margot Hernandez
257,Souper d'apparat #4241,2004-08-15,"3, avenue Eugène Bouvet, 91812 Texier-sur-Mer",Michelle Aubert
258,Déjeuner des preux #1451,2009-11-11,"11, rue Hoarau, 76141 Delattredan",Audrey Le Gaudin
259,Banquet royal #9724,2020-05-27,"5, rue Luce Gaillard, 13927 Lucas",Dominique de la Rodriguez
260,Souper d'apparat #737,2000-07-25,"67, rue Pauline Salmon, 57345 Faure",Jean Blondel
261,Déjeuner des preux #565,2022-08-20,"52, chemin Andrée Jean, 06474 Goncalves",Tristan Lemaire
262,Déjeuner des preux #5760,2012-11-13,"87, boulevard Dupuis, 22999 Bousquet",Noël Petit
263,Festin des chevaliers #185,2011-06-06,"48, boulevard de Lagarde, 78354 Rousseau-la-Forêt",Dorothée Da Silva-Lombard
264,Déjeuner des preux #9412,2018-04-29,"53, boulevard de Blanc, 08941 Saint Julesdan",Zacharie Guyon
265,Déjeuner des preux #588,2000-01-06,"73, rue Ribeiro, 83552 Moreno",Olivier Lebrun
266,Agapes fraternelles #611,2012-07-21,"63, boulevard de Humbert, 97130 Sainte Lorraine",Nathalie-Sophie Mahe
267,Dîner de gala #2962,2010-08-24,"rue Thomas, 45166 Jacobdan",Christelle Regnier
268,Dîner de gala #780,2011-09-26,"445, avenue Charlotte Simon, 82930 Ferreira-sur-Bo",Michelle Godard-Hernandez
269,Souper d'apparat #2790,2022-11-02,"75, rue Lucy Charles, 15820 Lecoq",Sylvie Goncalves
270,Dîner de gala #6395,2017-11-18,"31, rue Luc Louis, 92226 Sainte JeanneBourg",Marcelle Delahaye
271,Souper d'apparat #4058,2000-08-25,"80, boulevard Océane Fernandez, 13225 Neveu",Clémence Renaud
272,Agapes fraternelles #7755,2014-11-01,"boulevard de Lemaire, 11784 Hoareauboeuf",Timothée Foucher
273,Banquet royal #2353,2023-07-13,"97, rue Catherine Denis, 35529 Sainte Paulette",Jacques Guichard
274,Banquet royal #5380,2014-03-04,"108, chemin Alexandrie Techer, 17547 Martineau",Daniel Louis
275,Dîner de gala #4870,2002-01-09,"59, boulevard de Voisin, 70341 Andre",Nicolas Blondel
276,Souper d'apparat #5401,2002-02-16,"chemin de Launay, 32963 Regnier",Pénélope Moreau
277,Banquet royal #4905,2018-07-10,"rue Masson, 86481 Paul",Jean Roche
278,Déjeuner des preux #8487,2018-09-06,"7, boulevard Bourgeois, 50100 Barthelemy-sur-Salmo",Antoine Legendre
279,Déjeuner des preux #3111,2007-03-06,"80, boulevard Josette Lemonnier, 42687 Martins",Philippe Barthelemy
280,Festin des chevaliers #6830,2004-12-06,"67, avenue Audrey Mallet, 40841 Guichard",Madeleine Didier
281,Agapes fraternelles #8171,2014-09-30,"902, rue Didier, 62606 Sainte Suzanne",Joseph Perrin
282,Dîner de gala #2233,2013-04-24,"boulevard Rey, 14561 FerreiraVille",Olivier Merle
283,Banquet royal #823,2008-04-07,"6, rue Fournier, 30440 MathieuVille",Claude Leblanc
284,Agapes fraternelles #5782,2000-06-14,"25, rue Breton, 88868 Boulay",Suzanne Breton
285,Banquet royal #640,2015-03-25,"750, rue Éléonore Rey, 76910 Hoarau-sur-Mer",Thibault Vidal
286,Déjeuner des preux #57,2007-09-23,"403, boulevard Julien Boucher, 21741 Saint René-le",Gabrielle Camus
287,Festin des chevaliers #7531,2019-07-18,"355, chemin Guibert, 59953 Hebert",Aurore Clerc du Weber
288,Banquet royal #1571,2018-01-17,"56, avenue Frédérique Delattre, 73413 Martineaunec",Alain Becker
289,Souper d'apparat #9237,2001-06-11,"491, boulevard Pichon, 30317 Lebreton",Alice Langlois-Lefebvre
290,Banquet royal #7246,2015-07-15,"8, rue de Torres, 33851 Cohen-sur-Huet",Alexandria Lambert-Louis
291,Déjeuner des preux #4248,2008-11-16,"20, rue de Pelletier, 17261 Deschamps-sur-Jacob",Philippe Martel
292,Souper d'apparat #5395,2013-09-12,"2, rue Baron, 17129 Marie",Philippe Devaux
293,Déjeuner des preux #4226,2024-05-20,"4, chemin de Sauvage, 17642 Reydan",Stéphane Menard
294,Banquet royal #6290,2021-10-15,"9, avenue de Guyon, 66241 Maillot",Arnaude Menard
295,Festin des chevaliers #7057,2024-04-29,"76, rue Maurice Henry, 21291 Sainte Maggie",Denis Alexandre de la Duhamel
296,Souper d'apparat #7951,2001-11-28,"2, boulevard de Bouvet, 82735 Chrétien",Daniel Lebon de Seguin
297,Agapes fraternelles #3336,2004-12-13,"73, avenue Véronique Gaudin, 18297 Breton-sur-Hamo",Lucy Mallet
298,Dîner de gala #2121,2014-09-23,"4, chemin Constance Cohen, 73719 Sainte Françoise",Nicolas Muller
299,Agapes fraternelles #6408,2017-07-22,"5, avenue Alice Guillon, 43816 Vidaldan",William Bertin
300,Déjeuner des preux #8978,2015-01-16,"70, rue de Courtois, 75544 Blot-sur-Guyot",Margaud Lopes
301,Festin des chevaliers #4121,2024-09-03,"avenue de Dijoux, 70258 LetellierBourg",Bernadette Delaunay
302,Dîner de gala #8444,2020-01-08,"89, chemin Éléonore Boyer, 88577 Gay-sur-Munoz",Olivie Maurice
303,Souper d'apparat #7836,2004-05-29,"66, avenue Louis, 12133 Parentnec",Louis François
304,Festin des chevaliers #4220,2020-08-05,"66, chemin de Lopez, 38967 Laurent-la-Forêt",Bertrand Dijoux
305,Souper d'apparat #5691,2016-11-28,"rue de Hoareau, 97154 GalletBourg",Christiane de Thomas
306,Banquet royal #4799,2021-09-03,"703, avenue de Pascal, 85778 Turpin-sur-Mer",Frédéric Benoit
307,Dîner de gala #6852,2024-10-13,"21, boulevard Julie Pottier, 81306 Leleu",Roger Leduc
308,Banquet royal #6763,2003-03-08,"4, rue Thérèse Parent, 24781 Jean",Victor Bazin
309,Agapes fraternelles #2237,2012-08-09,"86, avenue de Roger, 78744 Faure",Émilie Joubert
310,Dîner de gala #6990,2005-05-29,"3, avenue Inès Roussel, 59993 Sainte Bernard",Émilie Lamy
311,Déjeuner des preux #9364,2007-11-21,"rue Michelle Pascal, 11596 Saint DavidBourg",Richard Le Lucas
312,Festin des chevaliers #218,2015-12-13,"664, boulevard de Bourgeois, 33758 Jacob",Claudine Lacroix
313,Agapes fraternelles #719,2022-07-13,"9, boulevard Raymond Labbé, 30498 Saint ThomasVill",Guillaume Chauvin
314,Déjeuner des preux #5138,2005-04-05,"568, rue Perret, 83579 Besnard",Marcel Brun
315,Souper d'apparat #9299,2004-09-04,"4, rue Collet, 58719 Bailly",Célina Grégoire
316,Agapes fraternelles #3086,2015-01-21,"34, rue de Ledoux, 48205 Sainte Virginienec",Thérèse Étienne
317,Dîner de gala #6470,2019-03-13,"100, avenue Bodin, 02620 Dubois",Thibaut-Raymond Delahaye
318,Dîner de gala #9968,2022-11-22,"79, chemin Élisabeth Charpentier, 07553 Meunier",Raymond-Franck Guyot
319,Agapes fraternelles #6098,2001-02-08,"8, avenue Xavier Dubois, 21734 Blanchet",Marcelle Bernard
320,Déjeuner des preux #7898,2007-07-05,"rue Audrey Maréchal, 64574 Saint Franck",Nathalie Launay de la Neveu
321,Dîner de gala #202,2006-09-27,"70, rue Maillard, 66919 Regnier-sur-Hamon",Christelle Pons
322,Déjeuner des preux #950,2009-01-03,"chemin Hubert, 74214 Saint AlexandreBourg",Amélie Fischer
323,Agapes fraternelles #1408,2024-06-16,"avenue de Rolland, 32112 Coste-la-Forêt",Brigitte Brun
324,Souper d'apparat #9985,2019-05-05,"3, chemin Gérard, 33847 GodardVille",Benoît Roche-Bonneau
325,Banquet royal #9720,2017-05-17,"22, avenue Victoire Pasquier, 43401 Texierboeuf",Arnaude Berger
326,Festin des chevaliers #8495,2018-03-31,"82, boulevard Caroline Lévêque, 89214 SauvageVille",Martine David
327,Déjeuner des preux #1061,2018-01-02,"boulevard Tristan Pruvost, 20737 Pelletier",Alice Dumas de Bousquet
328,Festin des chevaliers #6963,2018-07-01,"boulevard Allard, 65822 Maréchal",Maryse Mathieu
329,Déjeuner des preux #6927,2008-09-08,"66, boulevard Bernadette Gonzalez, 97399 Sainte Gé",Denise Le Lopez
330,Festin des chevaliers #5688,2010-05-09,"1, rue Éric Raymond, 51725 Laroche",Thibaut Renaud
331,Dîner de gala #5582,2024-02-20,"50, rue de Laine, 12759 Saint Roland",Alain Noël-Pons
332,Festin des chevaliers #5571,2009-03-10,"9, rue Matthieu Berthelot, 47725 Saint Diane",Julie Toussaint
333,Déjeuner des preux #109,2023-02-01,"91, rue Neveu, 39409 Le Roux",Robert Perrot
334,Agapes fraternelles #5716,2005-11-08,"112, rue Pires, 74819 Delannoy",Émilie Le Rodrigues
335,Souper d'apparat #6971,2014-01-31,"44, chemin Zacharie Boulanger, 76917 Saint Arnaude",Émile Rémy
336,Déjeuner des preux #4375,2005-10-20,"38, rue Boutin, 06598 Berger",Bertrand Bourdon
337,Festin des chevaliers #7356,2022-05-29,"73, rue Devaux, 44291 Tessierdan",Jérôme Maillard
338,Déjeuner des preux #7095,2001-05-04,"65, boulevard Denise Dupuy, 52860 Ollivier-la-Forê",Yves Weber
339,Dîner de gala #2573,2016-02-25,"27, avenue Olivie Sauvage, 73581 Sainte Marine",Chantal Vallet
340,Agapes fraternelles #8645,2016-10-21,"41, chemin Christine Guillou, 39985 BaronBourg",Caroline Weiss
341,Agapes fraternelles #6232,2008-03-13,"rue Humbert, 87621 Gomes-la-Forêt",Nicolas Dumont
342,Déjeuner des preux #1188,2002-01-13,"700, chemin Caroline Pottier, 68852 Sainte Amélie",Mathilde Dupuy Le Sanchez
343,Dîner de gala #408,2014-03-05,"2, rue Bègue, 65113 Saint Victoireboeuf",Manon de Duval
344,Déjeuner des preux #6105,2024-09-02,"1, rue Royer, 53376 Renaud",Noël Bourgeois
345,Agapes fraternelles #9346,2006-04-19,"28, boulevard de Guillon, 46299 Louis",Dorothée Baudry
346,Banquet royal #554,2010-10-03,"59, rue de Masson, 59253 Picardboeuf",Sabine Marion
347,Déjeuner des preux #2093,2022-05-24,"78, chemin Verdier, 38513 Pottier",Georges Barre-Mary
348,Souper d'apparat #8343,2018-08-19,"15, rue Gomes, 13653 Gallet",Élisabeth Hubert de la Peltier
349,Déjeuner des preux #6846,2017-05-13,"64, rue de Jourdan, 53886 Charrier-sur-Tanguy",Laure-Marcelle Ruiz
350,Dîner de gala #4552,2012-02-28,"690, avenue de Noël, 77847 Cordierboeuf",Joseph Clément
351,Agapes fraternelles #4912,2004-11-18,"5, rue Alfred Martin, 73234 Pereira",Timothée-Adrien Mahe
352,Agapes fraternelles #9431,2015-04-23,"44, chemin Torres, 04981 Goncalves",Joseph Raynaud
353,Dîner de gala #6501,2010-05-13,"10, boulevard David Guichard, 97455 Henry",François Jean
354,Agapes fraternelles #4218,2011-11-25,"769, rue de Hoarau, 23703 Ollivier-sur-Brun",Laurence Gaillard
355,Souper d'apparat #5346,2022-01-07,"608, rue André Gilles, 79891 Baudry-les-Bains",Martin Aubry-Lecoq
356,Banquet royal #2076,2004-03-07,"avenue Gonzalez, 09491 Louis-sur-Vaillant",Noël Henry-Leroy
357,Banquet royal #202,2006-10-31,"93, avenue Pierre Aubert, 58818 Le Roux-sur-Muller",Adélaïde Gomez
358,Agapes fraternelles #5777,2014-02-05,"37, rue de Lambert, 25575 Sainte Chantal",Joséphine Mathieu
359,Agapes fraternelles #9282,2023-11-06,"1, rue de Delaunay, 85504 Raymond-sur-Fischer",Paul Rousseau
360,Agapes fraternelles #41,2001-09-05,"26, boulevard de Philippe, 47867 Sainte Laurencebo",Pauline Jacquet
361,Banquet royal #6250,2014-10-09,"73, chemin Charpentier, 02388 Sainte Théodore",Sébastien de Payet
362,Agapes fraternelles #7951,2020-03-10,"73, boulevard Merle, 83815 Chauvet-les-Bains",Laurent Regnier
363,Dîner de gala #1344,2013-09-19,"62, rue de Humbert, 68815 Weber-sur-Marty",Théodore Deschamps
364,Agapes fraternelles #4597,2024-06-10,"970, chemin Grégoire, 77702 Mathieu",Victor Mercier
365,Dîner de gala #1470,2001-07-05,"45, rue Chauveau, 70106 Saint Geneviève",Daniel Laroche
366,Agapes fraternelles #3173,2014-03-29,"80, avenue Torres, 23224 Sainte Odette",Inès Delorme Le Marin
367,Banquet royal #9770,2015-04-27,"88, avenue Lecoq, 36962 Saint Bertrand",Guillaume Fernandes
368,Banquet royal #3191,2009-09-26,"39, rue Josette Marchand, 72359 Saint Geneviève-su",Philippe Rousseau-Jacquot
369,Festin des chevaliers #6645,2009-09-08,"556, rue Élodie Brunet, 97433 Gilbert-sur-Valentin",Théodore Blanchet
370,Festin des chevaliers #9376,2009-01-16,"6, rue de Jacquot, 27337 PerrierBourg",Émile Rodrigues-Seguin
371,Festin des chevaliers #278,2024-09-25,"6, avenue Gabriel Lemaître, 30270 Leroy",Lucie de la Cordier
372,Festin des chevaliers #3741,2010-01-30,"30, rue Inès Marion, 53731 Besnard-les-Bains",Chantal Perrin
373,Festin des chevaliers #9746,2010-09-15,"26, rue Caroline Pelletier, 97635 Hardy",Margot Pineau
374,Déjeuner des preux #4692,2009-03-12,"avenue de Legrand, 56790 Sainte Tristan",Thibaut Mercier-Roux
375,Dîner de gala #3957,2005-10-21,"382, avenue Lévy, 68619 Rey-sur-Sanchez",Michelle Blanc
376,Agapes fraternelles #8688,2016-01-06,"1, rue Virginie Michel, 93349 Sainte Marine",Suzanne Bernier du Gros
377,Souper d'apparat #5528,2011-08-26,"29, boulevard de Perrin, 40537 Lefebvre-la-Forêt",Constance Barbier-Pierre
378,Agapes fraternelles #4851,2021-06-03,"20, rue de Mary, 97123 PeronVille",Joséphine Guyon Le Payet
379,Agapes fraternelles #7046,2019-11-18,"98, boulevard de Philippe, 59633 Saint Claudine",Nathalie Roger
380,Dîner de gala #4159,2002-01-14,"73, boulevard Dufour, 35555 Baudry",Nath Leclerc
381,Déjeuner des preux #924,2016-10-30,"8, chemin Legros, 33733 Marie",Benoît Renaud
382,Souper d'apparat #9573,2010-06-12,"chemin Julie Morel, 01564 Saint Franck",Philippine Thibault
383,Déjeuner des preux #6208,2006-07-06,"74, avenue Roger Jacques, 30197 Bertrand",Franck Gomes Le Blin
384,Souper d'apparat #8164,2016-08-30,"33, chemin de Valette, 27337 Leroux",Nicole Maury de la Vaillant
385,Dîner de gala #6958,2013-12-03,"2, rue Margot Ferrand, 55885 Saint Catherine",Éric de la Bernard
386,Souper d'apparat #5118,2006-04-04,"avenue Emmanuel Fernandez, 09591 Paris",Alexandrie Leclercq de Moulin
387,Agapes fraternelles #5356,2017-08-13,"44, boulevard Picard, 30405 Faureboeuf",Maurice Lemaire
388,Banquet royal #4904,2007-12-04,"4, chemin de Lebreton, 28492 Sainte Christiane",Emmanuel-William Vallée
389,Déjeuner des preux #1912,2022-07-14,"1, chemin Lorraine Grégoire, 66974 Saint LouiseBou",Zacharie Marion-Roy
390,Dîner de gala #2291,2008-01-19,"36, boulevard Anne Bouchet, 45755 Joubert-la-Forêt",Hortense Bègue
391,Déjeuner des preux #9349,2010-12-12,"6, rue de François, 41754 Lenoirboeuf",Laurent Michel
392,Festin des chevaliers #2469,2018-05-16,"44, rue Dumont, 94544 Bonneau",Guillaume Pichon
393,Banquet royal #3826,2017-10-26,"1, boulevard de Noël, 77789 Leblanc",Michel Michaud
394,Souper d'apparat #8988,2006-09-25,"21, rue Cécile Lemaître, 51589 Brun",Noël Marion
395,Déjeuner des preux #9678,2020-04-22,"86, boulevard de Lefort, 83607 Nguyen",Bernard Da Silva
396,Agapes fraternelles #9152,2005-11-02,"32, rue de Pelletier, 35237 Garnier",Antoine Allard-Marion
397,Dîner de gala #3480,2019-03-22,"chemin de Bourgeois, 43787 Marionnec",Gabrielle Tanguy
398,Banquet royal #1411,2006-06-09,"chemin Éléonore Dijoux, 90497 Lelièvre",Alexandrie Lefèvre
399,Banquet royal #895,2019-11-11,"27, rue Hélène Fernandez, 72597 Saint Maryse-la-Fo",Diane Bonnin
400,Banquet royal #9815,2021-09-21,"91, rue Daniel Ledoux, 58543 Renault",André-Pierre Rossi
401,Agapes fraternelles #9360,2007-08-31,"avenue Marguerite Gallet, 46190 Pelletier-sur-Mer",Thibaut Vaillant
402,Souper d'apparat #2261,2010-12-31,"83, avenue Suzanne Gérard, 54113 Costa",Gabriel de Regnier
403,Agapes fraternelles #4892,2019-10-10,"4, avenue Adrien Gallet, 82371 Rousseau-la-Forêt",Joséphine Roux du Lacombe
404,Festin des chevaliers #240,2004-06-08,"52, rue Maillot, 97370 Fouquet",Madeleine Guillou-Guillot
405,Agapes fraternelles #5040,2017-08-13,"199, avenue Simone Hubert, 93261 Sainte Denis-sur-",Marine Gros-Muller
406,Dîner de gala #3721,2001-06-11,"27, rue Odette Dijoux, 19417 Parent",Corinne Gimenez
407,Dîner de gala #1536,2019-11-14,"50, avenue Blondel, 62334 Cordierdan",Stéphane Perrot
408,Agapes fraternelles #2781,2002-06-05,"9, boulevard Jacob, 25649 Saint William",Anouk-Denise Tessier
409,Dîner de gala #9573,2016-03-15,"avenue Martin, 67555 Sainte Victoire",Julien Pires
410,Déjeuner des preux #7524,2010-12-25,"6, rue Pénélope Moreau, 27597 Turpin-les-Bains",Laetitia Da Silva-Lambert
411,Souper d'apparat #1116,2010-12-12,"388, rue Lévy, 97615 Ollivier-la-Forêt",Simone-Lorraine Marchal
412,Souper d'apparat #6659,2003-05-26,"775, avenue Adèle Rodriguez, 63396 Guichard",Simone Barthelemy
413,Souper d'apparat #1970,2003-05-15,"190, rue Aimée Robert, 85550 Saint AugustinBourg",Hugues Coulon
414,Souper d'apparat #6318,2022-03-14,"chemin Jérôme Grondin, 44323 Olivier",Nicolas de la Mercier
415,Agapes fraternelles #2067,2022-06-10,"825, avenue Roland Martineau, 74870 Vaillant",Hortense du Grégoire
416,Agapes fraternelles #4994,2013-07-14,"494, boulevard Véronique Gillet, 40888 Laine-sur-M",Noémi Turpin
417,Agapes fraternelles #7333,2004-03-27,"528, boulevard Thibaut Monnier, 76975 Saint Hélène",Léon du Paris
418,Déjeuner des preux #3705,2020-03-20,"18, rue de Lecoq, 53651 Leconte",Bertrand Leclercq
419,Déjeuner des preux #2395,2021-06-25,"280, avenue de Bernard, 65177 NicolasVille",Anne Robert Le Meyer
420,Souper d'apparat #6723,2006-11-09,"5, chemin de Chrétien, 21946 Pottier",Charles Laporte
421,Souper d'apparat #599,2011-06-05,"2, rue Denise Clément, 83564 Roussel",Alex Bernier de Moreno
422,Agapes fraternelles #102,2001-05-02,"93, chemin de Mendès, 86815 Sainte Juliedan",Michel Guillaume
423,Dîner de gala #7625,2019-04-09,"boulevard de Allard, 75674 Andre",Jérôme Dijoux
424,Festin des chevaliers #7786,2001-06-19,"avenue de Legendre, 97696 Le Goff-sur-Guibert",Paulette François
425,Déjeuner des preux #2635,2018-09-01,"56, rue Alfred Martin, 06798 BourdonVille",Benjamin Marques
426,Agapes fraternelles #3578,2019-10-27,"63, rue de Boucher, 79686 Lévy-la-Forêt",Astrid Ledoux
427,Déjeuner des preux #6639,2015-04-17,"927, chemin Claude Peron, 76720 Sainte Emmanuelle",Olivie-Claudine Nguyen
428,Banquet royal #5806,2010-10-11,"468, boulevard Odette Becker, 85778 Sainte Marysed",Édith Legendre
429,Festin des chevaliers #4209,2004-01-30,"4, rue Constance Leconte, 69516 Maillot-les-Bains",Anastasie Gilles Le Perrin
430,Banquet royal #1130,2006-11-25,"avenue Richard Michel, 44703 Bourdondan",Georges Berger-Charpentier
431,Dîner de gala #2844,2018-04-26,"3, boulevard Timothée Besson, 16402 Sainte Margot-",Bernadette Gimenez
432,Souper d'apparat #5821,2010-04-01,"93, rue Perret, 67640 Muller-la-Forêt",Michel Thibault-Picard
433,Agapes fraternelles #5468,2019-11-01,"969, rue de Bertrand, 53794 Vallet-sur-Coulon",Cécile Delmas
434,Dîner de gala #9840,2010-09-19,"32, avenue Laure Le Gall, 29958 Guibert-sur-Noël",Michelle Pineau
435,Déjeuner des preux #6510,2013-12-25,"avenue Brunet, 31936 MartinVille",Emmanuelle Renaud
436,Souper d'apparat #6505,2014-02-09,"3, rue Schmitt, 85927 Gautier",Marcelle Lopes de Bailly
437,Souper d'apparat #2118,2010-01-23,"326, boulevard de Le Roux, 55779 Prévost-sur-Mer",Suzanne-Aurore Pires
438,Festin des chevaliers #7797,2001-04-26,"5, rue de Albert, 43497 LegrandVille",Alex Lesage-Michaud
439,Agapes fraternelles #525,2000-12-02,"chemin Jacob, 55855 Saint CharlotteBourg",André Weber
440,Festin des chevaliers #1423,2011-04-22,"48, boulevard de Bertrand, 39780 Fleury",Pauline Colas
441,Souper d'apparat #3586,2001-10-29,"950, chemin de Sauvage, 85661 Colin-sur-Gautier",William Prévost-Guilbert
442,Festin des chevaliers #2119,2000-11-22,"751, boulevard de Hernandez, 63226 Grégoire",Emmanuel Camus
443,Déjeuner des preux #9852,2010-05-28,"avenue de Fischer, 92158 Sainte Frédérique",Louis Guérin
444,Banquet royal #8,2002-09-29,"71, rue Laporte, 37196 Lombardnec",Marthe Faure Le Lefort
445,Souper d'apparat #4760,2014-06-09,"67, avenue Alex Benoit, 91364 Hoareaudan",Robert Muller de Gautier
446,Festin des chevaliers #7511,2023-10-06,"913, rue Sophie Hoarau, 51984 Sainte Juliette",Capucine De Oliveira de la Moreau
447,Agapes fraternelles #3200,2021-04-02,"5, rue Thérèse Nicolas, 13890 Albert-sur-Wagner",Manon Chauvet-Rolland
